ID,CNO,START,END,,,GSYM,GNAME,,,,GPATTERN
22:016300000:020500000:tsg452,22,16300000,20500000,22q11.21,5625,PRODH,HSPOX2|PIG6|POX|PRODH1|PRODH2|SCZD4|TP53I6,HGNC:9453|MIM:606810|Ensembl:ENSG00000100033|HPRD:08433|Vega:OTTHUMG00000150163,proline dehydrogenase (oxidase) 1,protein-coding,"p53-induced gene 6 protein|proline dehydrogenase 1, mitochondrial|proline dehydrogenase, mitochondrial|proline oxidase 2|proline oxidase, mitochondrial|tumor protein p53 inducible protein 6"
19:047800000:057600000:tsg453,19,47800000,57600000,19q13.3,5653,KLK6,Bssp|Klk7|PRSS18|PRSS9|SP59|hK6,HGNC:6367|MIM:602652|Ensembl:ENSG00000167755|HPRD:04037,kallikrein-related peptidase 6,protein-coding,kallikrein-6|neurosin|protease M|serine protease 18|serine protease 9|zyme
10:130500000:135374737:tsg454,10,130500000,135374737,10q26.3,5654,HTRA1,ARMD7|HtrA|L56|ORF480|PRSS11,HGNC:9476|MIM:602194|Ensembl:ENSG00000166033|HPRD:03725|Vega:OTTHUMG00000019186,HtrA serine peptidase 1,protein-coding,"IGFBP5-protease|high-temperature requirement A serine peptidase 1|protease, serine, 11 (IGF binding)|serine protease HTRA1"
19:037100000:063811651:tsg455,19,37100000,63811651,19q13,5655,KLK10,NES1|PRSSL1,HGNC:6358|MIM:602673|Ensembl:ENSG00000129451|HPRD:04054,kallikrein-related peptidase 10,protein-coding,"breast normal epithelial cell associated serine protease|kallikrein 10|kallikrein-10|normal epithelial cell-specific 1|protease serine-like 1|protease, serine-like, 1"
22:048200000:049691432:tsg456,22,48200000,49691432,22q13.33,56666,PANX2,PX2|hPANX2,HGNC:8600|MIM:608421|Ensembl:ENSG00000073150|HPRD:09760|Vega:OTTHUMG00000044649,pannexin 2,protein-coding,pannexin-2
X:098200000:102500000:tsg457,X,98200000,102500000,Xq22.1,56849,TCEAL7,MPMGp800C04260Q003,HGNC:28336|MIM:300771|Ensembl:ENSG00000182916|HPRD:06641|Vega:OTTHUMG00000022096,transcription elongation factor A (SII)-like 7,protein-coding,TCEA-like protein 7|transcription elongation factor A protein-like 7|transcription elongation factor S-II protein-like 7
03:158100000:159900000:tsg458,3,158100000,159900000,3q25.32,56925,LXN,ECI|TCI,HGNC:13347|MIM:609305|Ensembl:ENSG00000079257|HPRD:14327|Vega:OTTHUMG00000158807,latexin,protein-coding,MUM|endogenous carboxypeptidase inhibitor|tissue carboxypeptidase inhibitor
06:000000000:002300000:tsg459,6,0,2300000,6p25.3,56940,DUSP22,JKAP|JSP1|LMWDSP2|MKPX|VHX,HGNC:16077|Ensembl:ENSG00000112679|HPRD:13255|Vega:OTTHUMG00000014113,dual specificity phosphatase 22,protein-coding,JNK-stimulating phosphatase 1|JNK-stimulatory phosphatase-1|JSP-1|LMW-DSP2|MAP kinase phosphatase x|MKP-x|dual specificity protein phosphatase 22|homolog of mouse dual specificity phosphatase LMW-DSP2|low molecular weight dual specificity phosphatase 2|mitogen-activated protein kinase phosphatase x
03:101500000:102500000:tsg460,3,101500000,102500000,3q12.2,56954,NIT2,-,HGNC:29878|Ensembl:ENSG00000114021|HPRD:17634|Vega:OTTHUMG00000159066,"nitrilase family, member 2",protein-coding,Nit protein 2|nitrilase homolog 2|omega-amidase NIT2
03:063700000:071800000:tsg461,3,63700000,71800000,3p14.1,56999,ADAMTS9,-,HGNC:13202|MIM:605421|Ensembl:ENSG00000163638|HPRD:05662|Vega:OTTHUMG00000158722,"ADAM metallopeptidase with thrombospondin type 1 motif, 9",protein-coding,"A disintegrin and metalloproteinase with thrombospondin motifs 9|ADAM-TS 9|ADAM-TS9|ADAMTS-9|a disintegrin-like and metalloprotease (reprolysin type) with thrombospondin type 1 motif, 9"
01:153300000:154800000:tsg462,1,153300000,154800000,1q22,57111,RAB25,CATX-8|RAB11C,HGNC:18238|MIM:612942|Ensembl:ENSG00000132698|HPRD:06698|Vega:OTTHUMG00000017457,"RAB25, member RAS oncogene family",protein-coding,ras-related protein Rab-25
09:093000000:101600000:tsg463,9,93000000,101600000,9q22.3,5727,PTCH1,BCNS|HPE7|NBCCS|PTC|PTC1|PTCH|PTCH11,HGNC:9585|MIM:601309|Ensembl:ENSG00000185920|HPRD:03200|Vega:OTTHUMG00000020280,patched 1,protein-coding,"PTCH protein +12b|PTCH protein +4'|PTCH protein -10|PTCH protein -3,4,5|patched homolog 1|protein patched homolog 1"
10:089600000:098000000:tsg464,10,89600000,98000000,10q23.3,5728,PTEN,10q23del|BZS|DEC|GLM2|MHAM|MMAC1|PTEN1|TEP1,HGNC:9588|MIM:601728|Ensembl:ENSG00000171862|HPRD:03431|Vega:OTTHUMG00000018688,phosphatase and tensin homolog,protein-coding,"MMAC1 phosphatase and tensin homolog deleted on chromosome 10|mutated in multiple advanced cancers 1|phosphatase and tensin-like protein|phosphatidylinositol-3,4,5-trisphosphate 3-phosphatase and dual-specificity protein phosphatase PTEN"
17:023200000:028800000:tsg465,17,23200000,28800000,17q11.2,574411,MIR451A,MIR451|MIRN451|hsa-mir-451,HGNC:32053|MIM:612071|miRBase:MI0001729,microRNA 451a,miscRNA,-
16:012500000:014700000:tsg466,16,12500000,14700000,16p13.12,574455,MIR193B,MIRN193B,HGNC:32087|miRBase:MI0003137,microRNA 193b,miscRNA,-
14:019100000:023600000:tsg467,14,19100000,23600000,14q11.2,57447,NDRG2,SYLD,HGNC:14460|MIM:605272|Ensembl:ENSG00000165795|HPRD:17630|Vega:OTTHUMG00000029619,NDRG family member 2,protein-coding,N-myc downstream regulator 2|NDR1-related protein NDR2|cytoplasmic protein Ndr1|protein NDRG2|syld709613 protein
19:059100000:061400000:tsg468,19,59100000,61400000,19q13.42,574479,MIR517A,MIRN517A,HGNC:32111|miRBase:MI0003161,microRNA 517a,miscRNA,-
05:000000000:008200000:tsg469,5,0,8200000,5p15.3,57491,AHRR,AHH|AHHR|bHLHe77,HGNC:346|MIM:606517|Ensembl:ENSG00000063438|HPRD:07356|Vega:OTTHUMG00000162171,aryl-hydrocarbon receptor repressor,protein-coding,ahR repressor|aryl hydrocarbon hydroxylase regulator|aryl hydrocarbon receptor repressor|class E basic helix-loop-helix protein 77|dioxin receptor repressor
08:012700000:019100000:tsg470,8,12700000,19100000,8p22,57509,MTUS1,ATBP|ATIP|MP44|MTSG1,HGNC:29789|MIM:609589|Ensembl:ENSG00000129422|HPRD:11376|Vega:OTTHUMG00000163756,microtubule associated tumor suppressor 1,protein-coding,AT2 receptor-binding protein|AT2 receptor-interacting protein|AT2R binding protein|angiotensin-II type 2 receptor-interacting protein|erythroid differentiation-related|microtubule-associated tumor suppressor 1|mitochondrial tumor suppressor gene 1|transcription factor MTSG1
06:099900000:104800000:tsg471,6,99900000,104800000,6q16.3,57531,HACE1,-,HGNC:21033|MIM:610876|Ensembl:ENSG00000085382|HPRD:17086|Vega:OTTHUMG00000015287,"HECT domain and ankyrin repeat containing, E3 ubiquitin protein ligase 1",protein-coding,E3 ubiquitin-protein ligase HACE1|HECT domain and ankyrin repeat-containing E3 ubiquitin-protein ligase 1
11:110000000:112800000:tsg472,11,110000000,112800000,11q23.1,57569,ARHGAP20,RARHOGAP,HGNC:18357|MIM:609568|Ensembl:ENSG00000137727|HPRD:10657|Vega:OTTHUMG00000166590,Rho GTPase activating protein 20,protein-coding,RA and RhoGAP domain containing protein|rho GTPase-activating protein 20|rho-type GTPase-activating protein 20
04:131300000:139500000:tsg473,4,131300000,139500000,4q28.3,57575,PCDH10,OL-PCDH|PCDH19,HGNC:13404|MIM:608286|Ensembl:ENSG00000138650|HPRD:12204|Vega:OTTHUMG00000161301,protocadherin 10,protein-coding,ortholog of OL-pcdh|protocadherin-10
11:036400000:052900000:tsg474,11,36400000,52900000,11p12-p11,57586,SYT13,-,HGNC:14962|MIM:607716|Ensembl:ENSG00000019505|HPRD:12128|Vega:OTTHUMG00000166504,synaptotagmin XIII,protein-coding,synaptotagmin-13|sytXIII
01:027800000:034400000:tsg475,1,27800000,34400000,1p35,576,BAI2,-,HGNC:944|MIM:602683|Ensembl:ENSG00000121753|HPRD:04063|Vega:OTTHUMG00000003885,brain-specific angiogenesis inhibitor 2,protein-coding,Brain-specific angiongenesis inhibitor-2
06:063500000:070000000:tsg476,6,63500000,70000000,6q12,577,BAI3,-,HGNC:945|MIM:602684|Ensembl:ENSG00000135298|HPRD:04064|Vega:OTTHUMG00000014982,brain-specific angiogenesis inhibitor 3,protein-coding,dJ91B17.1 (brain-specific angiogenesis inhibitor 3)
18:000000000:015400000:tsg477,18,0,15400000,18p11.3-p11.2,5771,PTPN2,PTN2|PTPT|TC-PTP|TCELLPTP|TCPTP,HGNC:9650|MIM:176887|Ensembl:ENSG00000175354|HPRD:06768|Vega:OTTHUMG00000131702,"protein tyrosine phosphatase, non-receptor type 2",protein-coding,T-cell protein tyrosine phosphatase|tyrosine-protein phosphatase non-receptor type 2
12:000000000:014800000:tsg478,12,0,14800000,12p13,5777,PTPN6,HCP|HCPH|HPTP1C|PTP-1C|SH-PTP1|SHP-1|SHP-1L|SHP1,HGNC:9658|MIM:176883|Ensembl:ENSG00000111679|HPRD:01475|Vega:OTTHUMG00000168518,"protein tyrosine phosphatase, non-receptor type 6",protein-coding,hematopoietic cell phosphatase|hematopoietic cell protein-tyrosine phosphatase|protein-tyrosine phosphatase 1C|protein-tyrosine phosphatase SHP-1|tyrosine-protein phosphatase non-receptor type 6
07:071800000:077400000:tsg479,7,71800000,77400000,7q11.23,5782,PTPN12,PTP-PEST|PTPG1,HGNC:9645|MIM:600079|Ensembl:ENSG00000127947|HPRD:02513|Vega:OTTHUMG00000023501,"protein tyrosine phosphatase, non-receptor type 12",protein-coding,protein-tyrosine phosphatase G1|tyrosine-protein phosphatase non-receptor type 12
01:148000000:154800000:tsg480,1,148000000,154800000,1q21.2-q22,57863,CADM3,BIgR|IGSF4B|NECL1|Necl-1|TSLL1|synCAM3,HGNC:17601|MIM:609743|Ensembl:ENSG00000162706|HPRD:13733|Vega:OTTHUMG00000037177,cell adhesion molecule 3,protein-coding,"TSLC1-like 1|TSLC1-like protein 1|brain immunoglobulin receptor|dendritic cell nectin-like protein 1 short isoform|immunoglobulin superfamily member 4B|immunoglobulin superfamily, member 4B|nectin-like 1|nectin-like protein 1|synaptic cell adhesion molecule 3"
09:000000000:014100000:tsg481,9,0,14100000,9p23-p24.3,5789,PTPRD,HPTP|HPTPD|HPTPDELTA|PTPD|RPTPDELTA,HGNC:9668|MIM:601598|Ensembl:ENSG00000153707|HPRD:03358|Vega:OTTHUMG00000021005,"protein tyrosine phosphatase, receptor type, D",protein-coding,"R-PTP-delta|protein tyrosine phosphatase, receptor type, delta polypeptide|protein-tyrosine phosphatase delta|receptor-type tyrosine-protein phosphatase delta"
11:043400000:048800000:tsg482,11,43400000,48800000,11p11.2,5795,PTPRJ,CD148|DEP1|HPTPeta|R-PTP-ETA|SCC1,HGNC:9673|MIM:600925|Ensembl:ENSG00000149177|HPRD:02955|Vega:OTTHUMG00000166573,"protein tyrosine phosphatase, receptor type, J",protein-coding,"CD148 antigen|DEP-1|HPTP eta|R-PTP-J|density-enhanced phosphatase 1|human density enhanced phosphatase-1|protein tyrosine phosphatase, receptor type, J polypeptide|protein-tyrosine phosphatase eta|protein-tyrosine phosphatase receptor type J|receptor-type tyrosine-protein phosphatase eta|susceptibility to colon cancer 1, mouse, homolog of"
06:117100000:130400000:tsg483,6,117100000,130400000,6q22.2-q22.3,5796,PTPRK,R-PTP-kappa,HGNC:9674|MIM:602545|Ensembl:ENSG00000152894|HPRD:03968|Vega:OTTHUMG00000015536,"protein tyrosine phosphatase, receptor type, K",protein-coding,"dJ480J14.2.1 (protein tyrosine phosphatase, receptor type, K (R-PTP-KAPPA, protein tyrosine phosphatase kappa , protein tyrosine phosphatase kappa|protein-tyrosine phosphatase kappa|protein-tyrosine phosphatase, receptor type, kappa|receptor-type tyrosine-protein phosphatase kappa"
02:209100000:221300000:tsg484,2,209100000,221300000,2q34-q35,580,BARD1,-,HGNC:952|MIM:601593|Ensembl:ENSG00000138376|HPRD:03354|Vega:OTTHUMG00000133016,BRCA1 associated RING domain 1,protein-coding,BARD-1|BRCA1 associated RING domain 1 isoform alfa|BRCA1 associated RING domain 1 isoform beta|BRCA1 associated RING domain 1 isoform delta|BRCA1 associated RING domain 1 isoform epsilon|BRCA1 associated RING domain 1 isoform eta|BRCA1 associated RING domain 1 isoform gamma|BRCA1 associated RING domain 1 isoform phi|BRCA1-associated RING domain gene 1|BRCA1-associated RING domain protein 1
17:068400000:072200000:tsg485,17,68400000,72200000,17q25.1,5889,RAD51C,BROVCA3|FANCO|RAD51L2,HGNC:9820|MIM:602774|Ensembl:ENSG00000108384|HPRD:04143|Vega:OTTHUMG00000141292,RAD51 homolog C (S. cerevisiae),protein-coding,DNA repair protein RAD51 homolog 3|R51H3|RAD51 homolog C|RAD51-like protein 2|yeast RAD51 homolog 3
01:107000000:111600000:tsg486,1,107000000,111600000,1p13.3,5906,RAP1A,KREV-1|KREV1|RAP1|SMGP21,HGNC:9855|MIM:179520|Ensembl:ENSG00000116473|HPRD:01545|Vega:OTTHUMG00000011959,"RAP1A, member of RAS oncogene family",protein-coding,C21KG|G-22K|GTP-binding protein smg p21A|RAS-related protein RAP1A|Ras-related protein Krev-1|ras-related protein Rap-1A
01:016100000:034400000:tsg487,1,16100000,34400000,1p36.1-p35,5909,RAP1GAP,RAP1GA1|RAP1GAP1|RAP1GAPII|RAPGAP,HGNC:9858|MIM:600278|Ensembl:ENSG00000076864|HPRD:02609|Vega:OTTHUMG00000007513,RAP1 GTPase activating protein,protein-coding,rap1 GTPase-activating protein 1
03:014700000:030800000:tsg488,3,14700000,30800000,3p24,5915,RARB,HAP|NR1B2|RRB2,HGNC:9865|MIM:180220|Ensembl:ENSG00000077092|HPRD:07183|Vega:OTTHUMG00000130480,"retinoic acid receptor, beta",protein-coding,"HBV-activated protein|RAR-beta|RAR-epsilon|hepatitis B virus activated protein|nuclear receptor subfamily 1 group B member 2|retinoic acid receptor beta|retinoic acid receptor beta 2|retinoic acid receptor beta 4|retinoic acid receptor beta 5|retinoic acid receptor beta variant 1|retinoic acid receptor beta variant 2|retinoic acid receptor, beta polypeptide"
11:110000000:120700000:tsg489,11,110000000,120700000,11q23,5920,RARRES3,HRASLS4|PLA1/2-3|RIG1|TIG3,HGNC:9869|MIM:605092|Ensembl:ENSG00000133321|HPRD:05479|Vega:OTTHUMG00000167850,retinoic acid receptor responder (tazarotene induced) 3,protein-coding,RAR-responsive protein TIG3|retinoic acid receptor responder protein 3|retinoic acid-inducible gene 1|retinoid-inducible gene 1 protein|tazarotene-induced gene 3 protein
13:046200000:048900000:tsg490,13,46200000,48900000,13q14.2,5925,RB1,OSRC|RB|p105-Rb|pRb|pp110,HGNC:9884|MIM:614041|Ensembl:ENSG00000139687|HPRD:01574|Vega:OTTHUMG00000016900,retinoblastoma 1,protein-coding,retinoblastoma suspectibility protein|retinoblastoma-associated protein
X:009500000:017100000:tsg491,X,9500000,17100000,Xp22.2,5931,RBBP7,RbAp46,HGNC:9890|MIM:300825|Ensembl:ENSG00000102054|HPRD:04231|Vega:OTTHUMG00000021198,retinoblastoma binding protein 7,protein-coding,G1/S transition control protein-binding protein RbAp46|RBBP-7|histone acetyltransferase type B subunit 2|histone-binding protein RBBP7|nucleosome-remodeling factor subunit RBAP46|retinoblastoma-binding protein 7|retinoblastoma-binding protein RbAp46|retinoblastoma-binding protein p46
20:028400000:037100000:tsg492,20,28400000,37100000,20q11.2,5933,RBL1,CP107|PRB1|p107,HGNC:9893|MIM:116957|Ensembl:ENSG00000080839|HPRD:00312|Vega:OTTHUMG00000032406,retinoblastoma-like 1 (p107),protein-coding,107 kDa retinoblastoma-associated protein|cellular protein 107|retinoblastoma-like protein 1
16:051200000:054500000:tsg493,16,51200000,54500000,16q12.2,5934,RBL2,P130|Rb2,HGNC:9894|MIM:180203|Ensembl:ENSG00000103479|HPRD:01576|Vega:OTTHUMG00000133198,retinoblastoma-like 2 (p130),protein-coding,130 kDa retinoblastoma-associated protein|PRB2|RBR-2|retinoblastoma-like protein 2|retinoblastoma-related protein 2
15:065300000:070400000:tsg494,15,65300000,70400000,15q23,5955,RCN2,E6BP|ERC-55|ERC55|TCBP49,HGNC:9935|MIM:602584|Ensembl:ENSG00000117906|HPRD:03993|Vega:OTTHUMG00000143730,"reticulocalbin 2, EF-hand calcium binding domain",protein-coding,"E6-binding protein|calcium-binding protein ERC-55|reticulocalbin 2, EF-hand calcium binding domain (endoplasmic reticulum calcium-binding protein, 55kD)|reticulocalbin-2"
X:065100000:067700000:tsg495,X,65100000,67700000,Xq12,60401,EDA2R,EDA-A2R|EDAA2R|TNFRSF27|XEDAR,HGNC:17756|MIM:300276|Ensembl:ENSG00000131080|HPRD:02230|Vega:OTTHUMG00000021736,ectodysplasin A2 receptor,protein-coding,EDA-A2 receptor|X-linked ectodysplasin-A2 receptor|tumor necrosis factor receptor superfamily member 27|tumor necrosis factor receptor superfamily member XEDAR
01:171200000:184000000:tsg496,1,171200000,184000000,1q25,6041,RNASEL,PRCA1|RNS4,HGNC:10050|MIM:180435|Ensembl:ENSG00000135828|HPRD:01590|Vega:OTTHUMG00000035213,"ribonuclease L (2',5'-oligoisoadenylate synthetase-dependent)",protein-coding,"2',5'-oligoisoadenylate synthetase-dependent|2-5A-dependent RNase|2-5A-dependent ribonuclease|RNase L|interferon-induced 2-5A-dependent RNase|ribonuclease 4"
07:105900000:107200000:tsg497,7,105900000,107200000,7q22.3,60561,RINT1,RINT-1,HGNC:21876|MIM:610089|Ensembl:ENSG00000135249|HPRD:15250|Vega:OTTHUMG00000157400,RAD50 interactor 1,protein-coding,RAD50-interacting protein 1|hsRINT-1
22:011800000:024300000:tsg498,22,11800000,24300000,22q11|22q11.23,613,BCR,ALL|BCR1|CML|D22S11|D22S662|PHL,HGNC:1014|MIM:151410|Ensembl:ENSG00000186716|HPRD:01044|Vega:OTTHUMG00000150655,breakpoint cluster region,protein-coding,breakpoint cluster region protein|renal carcinoma antigen NY-REN-26
X:146900000:154913754:tsg499,X,146900000,154913754,Xq28,6134,RPL10,AUTSX5|DXS648|DXS648E|L10|NOV|QM,HGNC:10298|MIM:312173|Ensembl:ENSG00000147403|HPRD:02421|Vega:OTTHUMG00000033189,ribosomal protein L10,protein-coding,60S ribosomal protein L10|Wilms tumor-related protein|laminin receptor homolog|tumor suppressor QM
06:164400000:170899992:tsg500,6,164400000,170899992,6q27,6196,RPS6KA2,HU-2|MAPKAPK1C|RSK|RSK3|S6K-alpha|S6K-alpha2|p90-RSK3|pp90RSK3,HGNC:10431|MIM:601685|Ensembl:ENSG00000071242|HPRD:03403|Vega:OTTHUMG00000016007,"ribosomal protein S6 kinase, 90kDa, polypeptide 2",protein-coding,90 kDa ribosomal protein S6 kinase 2|MAP kinase-activated protein kinase 1c|MAPK-activated protein kinase 1c|MAPKAP kinase 1c|MAPKAPK-1c|RSK-3|S6K-alpha-2|p90-RSK 2|p90RSK2|ribosomal S6 kinase 3|ribosomal protein S6 kinase alpha 2|ribosomal protein S6 kinase alpha-2
01:142400000:153300000:tsg501,1,142400000,153300000,1q21,6273,S100A2,CAN19|S100L,HGNC:10492|MIM:176993|Ensembl:ENSG00000196754|HPRD:01508|Vega:OTTHUMG00000035031,S100 calcium binding protein A2,protein-coding,S100 calcium-binding protein A2|protein S100-A2
01:142400000:153300000:tsg502,1,142400000,153300000,1q21,6282,S100A11,MLN70|S100C,HGNC:10488|MIM:603114|Ensembl:ENSG00000163191|HPRD:04385|Vega:OTTHUMG00000013069,S100 calcium binding protein A11,protein-coding,MLN 70|S100 calcium-binding protein A11 (calgizzarin)|calgizzarin|metastatic lymph node gene 70 protein|protein S100-A11|protein S100-C
19:000000000:012600000:tsg503,19,0,12600000,19p13.3-p13.2,6294,SAFB,HAP|HET|SAF-B1|SAFB1,HGNC:10520|MIM:602895|Ensembl:ENSG00000160633|HPRD:04205,scaffold attachment factor B,protein-coding,HSP27 ERE-TATA-binding protein|HSP27 estrogen response element-TATA box-binding protein|Hsp27 ERE-TATA binding protein|SAB-B1|SAF-B|glutathione S-transferase fusion protein|heat-shock protein (HSP27) estrogen response element and TATA box-binding protein|scaffold attachment factor B1
19:043400000:047800000:tsg504,19,43400000,47800000,19q13.2,634,CEACAM1,BGP|BGP1|BGPI,HGNC:1814|MIM:109770|Ensembl:ENSG00000079385|HPRD:00191|Vega:OTTHUMG00000151078,carcinoembryonic antigen-related cell adhesion molecule 1 (biliary glycoprotein),protein-coding,CD66a antigen|antigen CD66|carcinoembryonic antigen-related cell adhesion molecule 1
22:042600000:047000000:tsg505,22,42600000,47000000,22q13.31,638,BIK,BIP1|BP4|NBK,HGNC:1051|MIM:603392|Ensembl:ENSG00000100290|HPRD:04547|Vega:OTTHUMG00000150703,BCL2-interacting killer (apoptosis-inducing),protein-coding,apoptosis inducer NBK|apoptosis-inducing NBK|bcl-2-interacting killer
05:000000000:018500000:tsg506,5,0,18500000,5p15,6389,SDHA,CMD1GG|FP|PGL5|SDH1|SDH2|SDHF,HGNC:10680|MIM:600857|Ensembl:ENSG00000073578|HPRD:02914|Vega:OTTHUMG00000090275,"succinate dehydrogenase complex, subunit A, flavoprotein (Fp)",protein-coding,"flavoprotein subunit of complex II|succinate dehydrogenase [ubiquinone] flavoprotein subunit, mitochondrial|succinate dehydrogenase complex flavoprotein subunit"
06:104800000:113900000:tsg507,6,104800000,113900000,6q21,639,PRDM1,BLIMP1|PRDI-BF1,HGNC:9346|MIM:603423|Ensembl:ENSG00000057657|HPRD:04572|Vega:OTTHUMG00000015299,"PR domain containing 1, with ZNF domain",protein-coding,B-lymphocyte-induced maturation protein 1|BLIMP-1|PR domain zinc finger protein 1|PRDI-binding factor-1|beta-interferon gene positive-regulatory domain I binding factor
